12000 6 
1 6816 6
1 370 6
2 1526 4
1 5055 1
2 2939 1
1 9002 3
1 6692 6
2 3278 1
2 2805 3
1 6298 2
1 6443 4
2 3039 3
1 2334 5
2 775 2
1 6982 5
2 3286 1
1 790 1
2 179 6
2 1692 2
2 7492 3
1 6110 6
2 2838 1
1 7512 5
1 1574 4
1 8317 3
1 8367 3
2 7375 5
2 7745 5
1 2877 5
2 61 2
1 7371 3
2 5489 3
2 7037 5
1 1290 2
2 9835 2
2 5304 3
2 1365 4
2 8867 6
2 9925 6
2 5090 1
2 9842 1
2 9318 5
1 7038 6
2 4705 4
1 257 1
1 4252 5
2 615 1
2 1140 4
2 3544 4
2 915 3
2 5977 2
1 8164 4
2 8479 6
1 8863 4
2 5245 1
2 5749 6
2 225 3
2 3786 2
2 8371 4
1 6281 2
2 2714 6
1 7385 4
1 3313 6
2 9864 1
1 4519 1
2 5529 4
2 9014 1
1 5664 4
2 348 1
2 376 4
2 8117 4
1 8947 4
2 4014 5
2 3795 2
2 7771 6
2 87 4
1 7297 2
2 7562 1
2 1896 4
2 8909 6
2 4293 1
2 8095 1
2 9689 4
1 2832 6
2 8618 5
1 3916 4
1 258 5
1 6911 4
2 1104 1
1 3170 6
2 640 3
2 1641 6
2 999 3
2 5384 1
1 1786 2
2 3399 2
2 3297 5
2 5229 1
1 3701 2
1 7317 1
2 8693 3
2 3797 1
2 9661 2
1 1852 6
2 1683 5
2 5664 2
2 1044 6
2 702 1
2 7065 1
2 8352 5
2 2214 4
2 53 4
1 9174 6
2 9493 2
2 7802 2
2 4695 2
1 294 5
2 8593 4
2 9928 5
1 7409 1
2 7085 6
1 9670 5
1 6238 6
1 7302 5
1 565 1
2 9734 3
2 5968 2
2 5416 6
2 1607 6
2 8764 6
1 5062 6
1 4846 2
1 9067 5
1 187 4
1 345 6
1 2475 1
2 985 6
1 9712 2
1 1639 6
2 7886 1
2 7536 3
2 1329 4
1 6786 5
2 6095 6
1 3633 6
2 3945 2
1 6520 1
1 3323 2
2 9430 2
2 4192 3
1 784 4
2 2883 5
2 3701 1
1 4507 4
1 4011 4
2 9094 2
2 4792 4
1 5399 6
2 7792 3
2 4837 6
1 215 1
2 8373 3
2 4559 6
1 8941 4
2 8924 2
2 2633 3
2 4846 2
2 5101 1
2 4479 4
1 7656 3
1 5880 6
2 5182 1
1 1264 6
2 7486 2
2 2370 5
1 3832 3
1 4706 5
1 9820 3
2 5528 6
1 9753 5
2 7183 2
1 6411 3
2 8907 6
1 4682 5
1 4342 4
1 6352 6
1 4740 4
1 5398 2
1 3575 5
2 8099 1
1 5576 5
1 9749 4
1 3685 5
2 7061 6
1 2190 6
2 4596 1
2 8308 6
2 4683 3
1 1073 2
1 5762 1
1 1463 5
1 4607 5
1 867 3
1 5981 4
1 8554 5
2 5567 2
1 1397 6
1 6119 6
1 5918 2
1 5770 2
1 8029 6
1 9020 4
1 9600 3
2 1587 1
2 4203 4
1 8131 3
1 2247 5
1 2936 5
1 7945 3
2 1060 2
1 3329 3
2 7138 5
2 603 4
1 1525 3
2 6330 3
1 2090 1
1 2463 2
1 3965 6
2 8855 5
1 2516 3
2 7984 2
2 754 4
2 6894 5
2 3490 5
1 512 2
2 5023 5
1 345 1
1 5442 6
1 7517 5
2 6371 4
2 176 1
2 8942 3
1 1213 4
1 5583 3
1 797 4
2 24 3
1 2816 1
2 2078 6
2 1696 4
1 5253 3
2 9861 5
1 7848 6
1 4903 2
1 4318 6
2 3780 2
2 2733 4
2 4563 4
2 7330 4
2 1514 6
1 9002 6
1 3379 5
1 227 5
1 8996 2
2 7732 6
2 4671 4
2 3466 2
2 2427 4
1 8187 5
2 841 5
2 7573 2
1 5974 4
1 9083 3
2 7401 2
1 4720 3
2 5427 2
2 3691 2
1 4166 6
1 3035 6
2 9981 5
1 4158 6
1 2999 1
2 6184 5
2 7686 4
1 7096 1
2 7978 6
1 8803 6
2 3565 3
1 9521 4
1 6155 5
1 3288 5
2 4788 6
2 8316 3
1 4049 1
2 1961 1
2 7427 6
2 187 2
2 8592 6
1 3952 5
1 8438 5
1 6458 5
1 4881 3
2 7821 5
2 9146 6
1 185 6
2 7678 3
2 478 2
2 257 4
2 9968 1
1 1190 6
2 4679 4
1 9282 4
2 9734 3
1 9515 4
1 4692 4
2 3591 1
2 9424 6
2 1925 5
2 6724 3
1 4534 1
1 6238 3
2 402 3
1 888 6
1 4464 1
2 6437 1
2 1549 3
2 2623 2
1 5239 6
1 2098 6
1 2500 5
2 1919 1
2 8243 1
1 9594 1
1 1553 6
2 3096 1
1 1737 3
2 3532 6
2 2232 3
2 2068 1
2 7706 6
2 62 1
1 6492 4
1 9265 1
1 9302 5
2 7106 3
1 5234 6
2 9262 3
2 5291 3
1 8520 1
1 2713 4
2 6487 4
2 9587 1
2 8343 2
2 7776 5
2 5503 5
2 6190 3
1 6994 3
2 6597 6
1 482 6
1 8878 6
2 3311 4
2 4020 4
1 9070 4
2 2192 1
2 3919 1
1 7527 5
2 497 4
2 4034 6
2 3840 6
1 3831 3
2 6738 6
2 5114 4
2 1930 6
1 9378 4
2 7176 5
1 8726 2
1 7954 4
1 1829 6
1 8098 3
2 8525 2
1 6973 6
1 1363 6
1 2189 1
1 4764 6
2 5230 2
2 300 5
2 5080 5
1 6963 2
2 5900 3
2 112 1
1 2381 3
1 5260 5
1 3691 6
1 4395 6
2 1696 1
2 9967 3
1 5347 1
1 50 6
1 4101 6
1 970 5
1 8512 1
1 9353 4
1 1471 3
1 5045 3
2 6948 5
1 5104 5
1 3983 6
1 5839 2
1 2659 1
2 8089 3
1 7556 6
1 3220 4
2 2683 3
1 4871 2
2 5959 5
1 6069 2
1 2357 4
1 427 6
2 3464 5
2 3973 3
1 5874 1
1 9787 2
1 7710 6
2 9012 4
2 5502 2
2 5942 3
1 9860 4
2 4283 3
1 7872 6
2 772 6
2 9339 3
1 330 4
1 8913 6
2 981 1
1 6212 1
1 5722 2
1 5016 2
2 7667 6
1 7322 1
2 9422 2
2 6226 6
2 6358 6
1 9500 6
1 7310 5
2 8293 6
1 4893 3
2 5154 4
2 7678 4
1 6353 2
2 3647 3
2 7379 5
1 3314 6
2 9159 1
2 9235 6
1 8604 6
1 8392 4
1 6325 3
2 5120 1
1 5406 5
2 4436 5
1 6819 4
2 1985 2
1 8141 1
2 8759 2
1 5016 6
1 5912 4
2 7044 4
2 2548 6
2 2943 6
2 8704 3
1 2752 3
2 1692 5
1 7497 6
2 4340 3
2 5970 6
2 5503 6
2 7800 2
2 5726 6
1 1208 1
2 5809 6
1 9286 5
2 1852 1
1 5473 4
2 387 1
2 268 1
2 8168 6
1 8784 2
2 508 4
1 3868 6
1 2699 1
2 1672 4
2 8274 4
2 6853 5
1 1133 6
1 8785 3
2 441 5
1 3333 6
1 1903 5
1 5797 2
2 1964 2
1 9577 2
2 4824 5
2 4038 2
1 276 4
2 1671 2
2 2270 4
2 7424 3
2 8663 6
2 2160 6
2 5043 5
2 2067 2
1 4447 5
1 2102 4
2 2497 1
1 6772 6
2 7147 2
2 9211 3
2 4453 1
1 6815 4
2 7325 1
2 4124 5
1 3996 4
2 6426 6
2 4276 5
1 3304 5
1 6647 3
1 7648 4
2 2332 5
1 998 5
1 4395 5
2 8458 3
2 2839 5
1 1199 3
1 8060 3
1 6499 3
2 2753 4
1 9237 6
1 9875 4
2 4854 3
2 2330 2
2 8854 4
2 4495 2
2 8309 4
2 6534 3
1 603 2
2 8832 6
2 9927 3
2 6663 2
1 4679 5
1 2243 1
2 4010 4
1 8205 3
2 6483 3
2 9870 4
1 8820 4
2 194 2
2 9332 5
1 9312 3
1 8807 6
2 7213 2
1 7068 2
2 2813 3
2 8335 1
1 8037 6
1 5975 5
2 4325 1
1 6232 1
1 4867 5
2 4489 4
2 1181 3
2 7096 2
2 8280 5
2 246 3
2 2837 3
1 4996 2
1 1093 2
1 229 6
2 6142 1
1 88 5
2 8483 4
1 4051 1
1 7812 1
1 9253 2
1 9017 4
2 6795 4
2 9149 3
1 2602 5
1 7153 1
1 8348 6
2 5846 2
2 4300 5
1 1214 3
1 1419 4
2 9533 4
1 3174 6
1 3920 2
2 8772 2
1 8096 2
1 6193 4
2 5199 2
1 4402 4
2 3026 6
2 5064 5
1 2140 1
2 700 4
2 9277 1
1 3576 1
2 9090 1
1 5915 3
1 6770 5
2 8144 2
1 8932 4
1 5144 3
2 5521 5
2 9026 1
1 5231 3
2 2423 5
1 930 4
2 4078 4
2 6724 2
1 1046 2
1 4966 5
1 9222 5
1 5234 5
1 2713 4
2 671 1
1 7898 5
2 5266 3
2 7613 3
1 6344 5
1 1412 5
1 9267 5
2 2464 2
2 1093 2
1 9217 5
1 9674 3
1 1064 6
2 9709 1
1 3858 2
2 4252 4
1 4459 4
1 4372 3
1 5790 2
2 6502 4
1 5226 3
2 6047 4
1 4163 4
2 1189 5
1 2803 5
1 390 6
1 519 4
2 3609 3
1 6086 5
1 1949 4
1 10 2
1 174 6
2 9061 3
1 8992 5
1 511 4
1 6147 1
1 9307 1
1 5784 5
1 8789 5
1 86 2
2 6934 2
1 5230 5
1 4200 1
2 1033 5
2 7034 5
2 4159 5
1 2373 2
2 3839 2
1 383 2
2 1532 5
2 6087 6
2 1671 5
1 9090 3
2 4945 2
2 5913 3
2 3390 2
2 9763 4
1 3801 2
1 494 4
1 3162 1
2 7280 3
1 4217 4
1 2294 2
2 8302 2
1 6444 6
1 6260 3
1 1102 2
2 8638 2
2 7757 4
1 282 1
1 7138 5
2 632 1
2 3562 5
1 6938 2
1 1556 3
1 1646 4
2 104 5
1 9196 5
1 8394 5
2 9263 3
2 4113 1
1 1636 6
1 5490 3
2 2801 2
2 1049 2
2 1813 2
1 9039 1
2 4231 2
2 4995 5
1 2357 6
1 4201 5
1 6813 2
2 6495 1
1 8558 1
2 9396 2
1 1028 1
2 7750 5
1 449 2
2 4408 3
2 5233 5
2 1769 6
1 8418 5
2 6222 4
2 1815 1
2 6933 3
2 2565 3
2 6430 5
1 8778 2
2 7683 6
2 8818 4
2 6170 3
1 6944 2
1 3180 1
2 7193 2
1 7613 6
2 9818 5
1 5558 4
2 7145 1
2 2516 5
1 7269 2
2 1540 4
2 5399 3
1 4870 1
2 7241 6
1 6919 1
2 5611 6
2 1362 4
1 4554 3
2 1521 6
1 2845 6
1 1117 3
2 2996 3
2 2598 2
1 1124 2
2 9326 5
2 9018 1
2 2995 6
1 3531 5
1 5806 6
2 5667 1
1 4855 4
1 9340 1
1 9216 3
2 9504 2
2 4190 3
1 170 5
2 1532 5
1 7756 5
2 7794 1
1 1935 2
1 7394 2
2 2253 4
2 2928 5
1 3838 1
2 8732 5
2 4803 4
2 6975 3
1 5733 6
2 2529 6
2 8135 5
1 5040 3
1 6294 2
1 4269 1
1 1453 5
1 3947 6
2 284 3
1 8994 6
1 5884 3
2 7831 2
2 3639 5
1 6560 4
1 7809 4
1 2485 2
2 6656 4
2 2566 2
1 9287 3
1 6296 2
1 2466 4
2 3809 5
2 2706 1
2 6423 2
1 5533 2
2 1833 4
2 614 1
2 3355 4
1 9131 2
2 5060 3
2 1470 2
1 737 5
1 7599 1
2 7102 6
2 3271 2
2 1344 5
2 9611 2
2 3677 3
2 8082 6
1 7649 2
2 8473 1
2 3288 6
2 1697 3
2 5327 6
1 3735 5
1 4280 2
2 2366 3
1 2297 4
1 6932 3
1 8980 1
1 9163 1
1 4707 2
1 793 2
1 8152 4
1 4095 6
1 6164 4
1 1632 3
1 6749 1
1 5589 1
2 9167 6
2 5225 3
1 3583 1
2 2237 2
1 6036 1
2 8472 5
2 9116 2
1 464 2
2 4241 5
1 7539 5
2 7269 6
1 5023 1
1 909 1
1 3568 3
1 7747 6
2 1255 5
2 1382 4
1 1606 5
2 8993 1
2 9323 6
2 7954 1
2 2693 2
1 4369 4
2 9248 3
2 7423 2
2 1719 1
2 374 2
2 2874 6
1 4099 5
1 7560 2
2 7559 4
1 7408 2
2 6512 6
2 9947 1
1 4750 3
2 3121 4
1 9912 6
1 7375 6
2 4311 3
1 2745 2
1 1454 2
1 9031 1
1 4638 5
2 5006 3
1 9910 1
2 9502 1
2 4567 5
1 3290 4
2 6133 2
2 1853 6
2 3289 6
2 4978 6
1 2045 3
2 4776 5
1 1477 4
2 5235 4
2 1854 5
2 4434 6
1 6809 4
2 7835 3
2 6571 6
2 6733 1
2 6322 4
1 5974 5
1 3888 2
1 2490 4
2 4208 2
2 7144 2
2 5987 4
2 3561 6
2 5178 6
2 5749 5
1 8834 2
1 105 4
1 4108 2
2 2681 2
2 2669 6
2 5288 1
2 4224 3
2 6601 2
1 9815 5
1 3269 1
2 4498 3
2 1997 6
2 1811 3
1 493 3
2 1635 5
1 6264 2
2 7132 2
2 7900 5
2 1866 1
2 3295 3
2 2409 2
1 2455 4
2 6339 3
2 1656 5
2 1495 5
2 6851 1
2 5532 2
2 7349 1
2 23 1
1 426 1
1 1633 6
1 4613 6
2 1412 4
1 8403 2
2 871 5
1 401 3
1 1670 6
1 2060 6
1 9793 6
2 547 3
2 2168 4
1 2094 5
2 1991 6
1 7537 3
2 4122 5
2 3764 6
2 2739 3
2 6419 1
1 3855 3
1 2215 6
1 1348 2
1 7647 3
2 7003 6
1 4616 1
1 1402 1
1 3158 3
2 3721 2
1 3294 4
1 3773 5
1 123 2
1 6424 2
2 5957 6
2 404 2
2 4791 6
1 3796 4
1 6541 6
2 2830 1
2 3484 2
2 3894 1
1 3796 1
2 1360 5
1 3545 4
2 8028 2
2 5139 3
1 2950 2
1 5225 6
2 3872 1
2 9759 4
1 2880 2
1 1015 6
2 9791 5
1 544 3
2 7650 3
2 5708 6
1 5759 4
1 3086 5
1 1304 2
2 8900 5
2 8837 1
1 1559 3
2 9315 6
2 9210 4
1 2302 6
1 4890 1
1 7386 1
2 5794 1
1 3312 5
2 4720 6
2 7748 5
1 932 4
1 7915 2
1 1697 5
2 9701 5
2 5491 2
1 7975 2
1 7120 3
1 3148 6
2 3349 6
2 4414 1
2 4337 4
2 5607 1
1 2282 5
2 978 2
2 1129 4
2 9422 2
2 5134 6
2 7782 5
1 9841 6
2 4862 3
1 4536 6
1 5298 1
1 7705 5
1 7597 1
1 7585 2
2 2250 3
1 7306 2
1 6033 5
1 262 5
1 9052 1
1 3436 1
2 2251 3
2 9963 4
1 9661 5
2 3706 6
1 9306 3
1 9266 6
1 3405 4
2 8434 6
1 3468 1
1 9029 4
2 4418 5
1 3660 1
2 4859 4
1 6358 4
2 5756 6
1 9590 6
1 924 5
1 8808 6
2 299 3
1 2089 3
1 5313 1
1 2777 1
2 9596 5
1 9649 2
2 5093 4
2 7749 2
2 1407 3
2 500 3
1 1293 3
2 4763 4
2 492 6
2 7907 2
1 2360 3
2 3012 6
1 43 3
1 4438 5
1 4090 1
1 7331 2
2 9726 3
1 6520 3
2 7468 1
1 8931 5
1 4250 6
2 1110 6
1 1132 1
1 2811 4
1 4179 3
1 6468 6
1 6115 2
1 6705 3
1 6379 1
2 1161 2
2 1368 3
1 5731 4
2 2704 5
2 4113 2
2 5182 3
2 4272 1
1 4049 3
1 8267 6
1 9437 4
2 1217 5
1 584 3
1 5753 6
1 8245 5
2 2619 6
2 9834 5
2 8727 3
2 549 1
2 1412 6
1 7512 5
1 6506 1
1 9418 6
1 1090 3
1 4183 3
1 1495 1
1 7285 2
1 1291 3
2 2950 1
2 737 6
2 9513 6
1 351 4
1 4227 6
2 7484 2
1 8860 6
1 157 5
1 1050 3
2 446 2
1 7965 1
2 8671 3
2 7891 2
1 2525 4
2 5515 5
1 8339 4
1 4041 3
1 9783 5
1 4943 1
1 2644 3
2 5409 5
2 4265 6
1 7446 5
1 8200 2
2 7986 2
2 8302 5
1 9589 3
1 5245 4
2 8786 1
1 6609 3
2 17 5
2 4486 6
1 5726 5
2 2121 1
1 892 5
1 510 1
2 4937 6
2 8164 2
2 3258 1
1 7752 1
1 3417 1
1 8382 5
2 5235 3
1 2055 3
2 8690 5
1 1570 4
2 953 5
1 8441 4
1 4845 2
2 6203 2
2 8639 4
1 8407 2
1 5981 1
1 6057 5
2 868 5
2 2941 1
1 1379 2
1 5874 4
2 8078 4
1 8553 6
2 9597 4
2 855 1
1 3903 1
1 3268 5
1 2518 1
1 6744 4
1 7622 6
1 9926 5
1 759 3
2 3861 1
2 2910 4
2 6859 5
2 3293 3
2 4984 1
1 6613 2
1 2672 6
1 548 6
1 9516 5
2 300 6
1 5946 2
2 4627 4
2 3777 3
2 9816 2
1 3320 6
2 318 6
2 6514 5
1 7751 4
1 9570 1
1 8274 3
2 5520 3
1 4279 3
2 6382 4
2 9733 6
1 5815 1
1 6018 6
2 4534 4
1 6924 2
1 928 6
2 298 2
1 3513 6
1 5049 5
2 9793 3
1 6995 3
2 3126 6
2 9822 3
2 7641 1
1 7889 6
1 5439 1
1 8099 3
1 3356 4
1 3439 4
2 3762 5
1 2255 6
2 535 5
2 8114 6
2 3031 5
1 2311 5
2 8802 2
1 1498 4
1 5632 5
2 600 4
1 5885 2
1 7101 5
2 7383 4
1 8904 5
2 1986 1
2 8362 1
2 6563 5
1 2405 2
1 4094 2
2 4443 3
1 7078 4
1 597 1
1 4490 1
2 6582 5
2 6976 1
2 1243 2
1 5470 2
1 1451 4
1 671 5
1 4493 1
2 2527 6
1 2904 1
1 88 2
2 6157 5
1 1174 5
1 1064 5
1 1001 3
1 9755 5
2 7257 4
1 2222 1
2 7899 2
1 2210 1
1 3210 6
1 5975 2
2 977 1
2 3254 3
1 5732 2
1 7552 6
1 9470 4
2 8222 6
1 5802 3
1 6706 5
1 3682 1
1 8857 6
1 3848 1
2 1191 4
2 7376 4
1 8840 5
2 5572 6
1 5312 3
2 9068 4
1 4724 1
2 5964 4
1 5879 5
2 6141 4
2 7986 6
1 6502 5
1 7961 5
1 423 2
2 9929 5
1 3145 1
2 1481 5
2 3981 1
2 1297 3
2 6574 5
1 9550 3
2 5939 5
2 6893 6
1 447 6
2 8153 6
2 827 2
2 8864 1
1 8315 2
1 6801 1
2 4075 1
2 7768 2
2 4193 4
2 415 3
1 1298 4
1 4505 2
2 7175 1
1 7193 1
1 1088 3
1 8084 5
2 1210 2
2 1155 3
2 142 2
1 8344 2
1 121 4
1 283 2
1 5056 5
2 2436 2
2 4995 6
1 9608 6
1 7193 5
2 8041 4
2 406 6
1 2778 1
1 6947 3
1 1464 5
1 757 4
2 2995 1
1 1555 2
1 4088 6
1 1814 6
2 6222 3
2 4282 1
1 1098 5
1 7677 4
2 2551 3
1 5544 6
1 7964 3
2 3636 2
2 382 5
2 4704 4
2 5195 3
1 2590 4
2 2603 2
2 1415 2
1 3217 1
1 8414 5
2 37 1
2 115 5
1 5500 2
1 765 5
2 1086 5
1 1583 6
2 8313 4
1 8650 1
2 7982 2
2 4074 1
1 4586 6
2 639 2
2 4864 1
1 4771 2
2 7954 5
1 393 4
2 3871 6
2 185 3
1 6101 3
1 2827 1
2 681 3
2 5958 3
1 639 1
1 1365 6
2 4093 4
2 7909 6
2 1674 6
2 5327 3
1 563 4
2 7802 4
2 6524 2
1 6523 1
1 5500 6
1 5315 1
1 9088 6
2 9322 1
2 3710 3
1 7201 2
1 6913 1
2 9166 5
1 7149 6
1 8383 5
2 7453 1
1 2615 3
1 1226 1
2 5632 5
2 4332 5
2 3001 6
2 7236 1
1 293 4
2 4556 1
2 8476 2
1 2882 2
1 7283 5
2 6825 2
2 9367 6
1 6325 6
1 4124 5
1 8630 6
2 7578 2
1 2370 5
2 7950 6
2 6948 6
2 6160 6
2 2048 6
2 8836 2
1 9274 3
2 8590 2
1 973 4
2 2879 5
2 5468 4
1 3122 2
1 9724 1
2 220 3
2 5450 4
1 2347 6
2 2710 5
1 9392 4
2 9736 5
1 1590 1
1 1322 3
2 6607 1
2 8609 2
2 7698 2
2 490 6
2 5024 5
2 6130 2
1 5894 5
1 9057 2
2 5214 6
1 6530 4
1 2641 5
2 1571 1
1 7217 3
1 3055 5
1 1327 6
1 8750 5
2 7478 1
2 3681 4
2 6585 1
2 8489 3
2 7808 1
2 9026 4
2 7075 6
1 9677 4
2 4864 2
1 4394 1
2 9109 3
2 5297 3
1 5127 6
2 4191 2
2 178 2
1 4968 3
1 7587 5
2 2987 5
2 1828 2
2 8412 4
1 4452 5
2 7708 5
2 6364 5
1 6729 3
1 4618 3
2 7229 2
2 9054 6
1 2278 4
2 970 1
2 2327 2
2 1192 2
2 4913 6
1 8640 5
2 8579 3
1 1754 6
1 8024 4
1 1851 6
1 5956 2
2 2988 3
2 9566 5
1 279 3
1 9764 2
1 2415 4
1 1487 2
1 5741 6
1 6314 5
2 8018 6
2 3269 5
1 1443 3
1 4649 6
2 8152 2
2 5152 3
2 2412 4
1 4307 6
1 6434 1
2 4305 4
2 6612 4
1 3934 5
2 8425 3
2 5102 2
2 5003 5
2 7725 1
1 6845 4
1 8195 3
1 1514 3
1 5297 4
2 2047 1
1 1853 6
2 7643 5
1 2155 4
1 7609 4
1 3482 1
1 3044 2
2 743 2
1 2442 5
1 3276 4
2 7411 6
2 962 1
2 6338 4
2 250 3
2 8678 3
2 608 6
2 9429 1
1 8234 2
2 5292 1
2 2615 1
1 6199 6
2 9735 4
1 6958 4
2 5192 1
2 8406 4
2 3934 2
1 195 4
1 150 4
1 8637 3
2 6002 2
2 6699 5
2 2812 4
2 2694 2
1 113 6
1 9709 5
2 3063 5
2 4942 3
1 8087 3
1 7768 3
1 4294 6
2 4153 3
1 9464 4
1 8159 5
1 6642 5
1 8267 1
2 3284 1
1 238 2
2 7313 5
1 6634 1
2 1694 6
1 8039 4
1 5025 4
1 5401 1
1 7683 1
2 9417 3
2 9620 1
2 1695 2
1 1388 2
1 2314 6
2 6433 4
1 9289 2
1 1149 6
2 1494 6
1 8680 5
1 8401 6
2 9666 5
1 2056 6
2 86 2
2 3437 3
2 5144 6
1 8649 3
1 7289 4
1 4409 5
2 3243 1
2 6815 4
2 2998 5
1 3411 4
2 8666 2
1 5597 2
2 3575 3
1 8644 4
2 5515 2
1 5908 5
2 323 4
1 8944 6
1 8444 6
1 7300 2
2 2162 4
1 6457 1
1 7357 3
2 2584 4
1 3846 4
2 3065 1
2 1561 3
1 2285 2
1 1134 3
2 4618 1
2 746 2
1 4335 2
2 707 6
1 6178 5
1 677 3
1 8150 4
1 6842 2
1 8981 6
1 9456 6
1 5508 6
2 2666 2
1 9305 4
2 2948 1
2 813 5
2 4013 5
1 9461 5
1 5905 3
2 7870 1
1 5772 2
2 3545 4
1 9349 6
1 8612 1
1 4909 5
1 2107 1
2 3992 1
1 2639 2
2 2439 4
1 1810 3
2 858 4
1 320 5
2 207 2
2 6668 5
1 641 1
2 7960 1
2 798 2
1 716 3
1 9671 6
1 2377 2
2 9660 4
2 8055 3
1 1038 4
2 1369 3
2 2482 6
2 8690 3
2 8631 1
2 4874 6
2 112 6
1 1537 5
1 824 1
1 8297 1
2 1831 5
2 2792 4
2 2940 5
2 3377 3
2 297 6
1 3618 6
2 9502 3
2 9258 4
2 2039 1
1 6304 6
1 8426 6
1 1606 6
1 1286 3
1 1034 3
2 6607 2
2 4033 2
1 3531 5
2 346 1
2 6023 1
2 4725 6
2 2844 2
1 747 4
1 1767 5
2 6423 5
1 8413 2
2 6379 4
2 7831 4
1 8780 1
1 4408 5
1 4590 3
2 5938 3
2 4264 4
1 1242 3
2 5737 2
2 5398 3
2 6465 3
1 8228 5
1 9507 3
1 4171 6
1 1813 3
1 984 2
2 7683 2
2 1557 4
2 7229 5
2 986 2
1 9731 3
1 8026 2
1 2326 2
2 4633 1
2 1452 4
1 7008 6
1 6529 1
2 8187 5
1 1184 6
2 4427 5
1 8768 5
2 3399 1
1 8525 4
2 301 4
1 4885 4
1 8894 1
1 7500 6
1 6370 4
2 5357 3
2 6194 5
2 7168 1
2 6948 4
1 8634 6
1 126 2
2 4190 1
1 2382 5
1 8964 3
1 5079 2
2 7935 6
2 4389 5
1 1446 2
1 2177 5
2 3099 5
1 5793 2
2 7844 6
1 9229 2
2 9964 6
2 1716 6
2 2496 2
1 5410 1
2 4844 6
1 7666 6
2 2093 2
2 3040 3
2 6890 6
2 6833 5
1 5326 6
2 9980 6
2 7366 4
2 5989 4
1 3655 5
2 5075 2
1 4614 3
1 4565 2
1 1302 2
1 939 5
1 9872 5
1 9729 6
1 1930 4
1 4128 1
2 2175 3
2 4422 6
1 1554 2
1 6984 2
1 2280 2
2 4931 5
1 5296 4
1 8604 4
2 5605 6
2 8902 2
2 6996 4
2 3216 2
1 6681 3
1 6294 4
2 9542 5
2 1589 3
1 2138 4
1 1582 6
1 5335 1
1 9792 3
2 2295 1
2 1143 2
1 7532 6
1 4133 4
2 2353 6
2 9216 5
1 5426 6
2 6809 6
1 5903 2
2 6209 3
2 3708 2
2 9557 3
1 3716 6
2 4528 5
2 3511 2
1 6299 1
1 6165 5
2 1955 1
1 3389 4
1 9588 5
2 5173 4
1 7573 2
2 1205 1
2 9483 6
1 9419 5
1 4714 3
2 9698 1
2 7957 5
2 3800 3
2 3549 4
1 504 4
2 6670 6
1 9400 5
2 4870 2
1 864 4
1 6783 3
1 3066 4
1 2891 1
1 7117 1
1 116 6
2 5097 6
2 9520 1
1 2532 4
2 4239 6
2 8338 1
1 2549 6
1 237 6
1 8225 6
2 1663 5
1 3054 4
2 2492 5
2 7973 5
2 8871 2
1 268 2
1 9774 3
1 7550 1
1 2776 5
1 6799 5
1 8217 3
1 7204 4
2 3748 3
2 2522 2
2 3602 4
2 1699 2
2 2569 5
2 5282 4
2 9850 3
2 7403 3
2 9587 6
1 9047 6
2 3466 5
1 1807 1
1 5805 5
2 3545 6
2 5430 2
1 9035 2
2 3501 4
1 1244 2
2 2687 6
1 8825 3
1 1794 5
1 2683 3
1 5708 4
1 2205 4
2 8464 5
2 1101 3
1 5235 4
1 8002 5
2 910 3
1 815 2
1 1073 4
1 4409 6
2 9182 6
1 7454 3
2 8499 2
1 4623 6
2 497 4
2 2949 5
1 4877 5
1 9575 1
1 8349 3
1 6092 3
2 7113 4
1 4042 2
2 6097 4
2 8838 2
1 9028 1
2 1315 5
2 553 4
2 81 2
1 9790 4
2 9823 6
1 6355 6
2 6231 3
2 1183 5
2 2367 3
1 6271 1
2 7542 1
1 1480 3
2 4932 2
2 4442 2
2 8289 3
2 4976 5
2 7376 4
2 4457 4
2 6940 2
2 3980 6
1 1541 3
2 6304 2
1 3613 4
2 9718 4
1 5838 5
1 861 4
2 3379 1
1 3012 4
1 649 6
1 2754 4
1 2681 3
2 2381 3
1 9378 4
2 5361 5
2 7264 1
1 6840 5
2 2032 1
1 6130 3
2 8533 6
1 3156 5
2 9312 1
1 5741 3
1 2963 1
1 454 5
1 1625 1
1 6540 3
2 3382 3
1 8672 5
1 4722 2
1 7777 2
2 1904 3
1 4474 1
1 5199 3
2 6335 6
2 2063 1
2 1949 3
2 2426 4
2 6713 4
1 7126 2
2 9914 2
1 3255 4
2 7567 6
1 1906 2
2 5044 2
2 4014 2
2 1488 1
1 2121 5
2 7012 4
2 1351 6
2 7373 6
2 8511 5
2 6391 6
1 1600 6
2 821 5
2 7416 1
2 1715 3
2 7458 2
2 3157 2
2 7254 5
1 4474 6
1 1331 1
2 3237 5
2 1512 3
2 6091 4
1 2456 1
1 3572 2
1 5869 6
2 2472 3
2 5516 4
1 5078 3
2 7812 1
1 9572 4
2 7063 4
2 1255 2
2 6583 6
1 4912 4
2 2688 5
1 5491 4
1 8571 2
2 1313 6
2 3159 3
1 1946 1
1 255 3
1 974 2
2 175 1
1 4528 6
1 8822 3
2 7409 1
1 2682 2
2 1202 5
2 3362 6
2 7905 5
1 2904 5
1 7691 2
2 3052 1
1 5469 2
2 5623 4
2 6482 1
2 9694 2
1 5739 6
1 4037 4
1 3584 4
2 3548 1
1 7227 1
